outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,pred_path,color_group,step_size
chicken_fish,mpbamod,Proportion,0.30799159983397,1.3606895588709331,1.0312783611227707,-1.2633875,1.70427625,1.00078508186701,Pooled,POOLED,NA,Animal,0.06666666666666667
chicken_fish,vegan,Count,0.108706688404667,1.1148353082583762,1.010929969244541,-0.16398505,0.40814685,1.00287070629228,Pooled,POOLED,NA,Animal,0.06666666666666667
chicken_fish,vegan,Proportion,-0.205232374846167,0.8144580348595706,0.9796859307732645,-1.65760275,1.323639,1.00320238999202,Pooled,POOLED,NA,Animal,0.06666666666666667
chicken_fish,vegetarian,Count,0.0692846234446,1.0717412084157751,1.0069525196676816,-0.07562966,0.24916155,1.03072467010167,Pooled,POOLED,NA,Animal,0.06666666666666667
chicken_fish,vegetarian,Proportion,-0.7306225997905,0.4816090470358625,0.9295429548992612,-2.349263,1.04958125,1.00229954706793,Pooled,POOLED,NA,Animal,0.06666666666666667
vegetarian,mpbamod,Count,0.0547714335586475,1.0562991525431749,1.0054921703279687,-0.201456425,0.273583325,1.06608340023127,Pooled,POOLED,NA,Plant-based,0.05714285714285715
vegetarian,mpbamod,Proportion,-0.08045111354675,0.9227000100121042,0.9919871639428958,-1.52423875,1.3359705,1.00511630939998,Pooled,POOLED,NA,Plant-based,0.05714285714285715
vegetarian,vegan,Count,0.169237861055275,1.184401828489947,1.0170678046729804,-0.067863025,0.426289125,1.02376963831623,Pooled,POOLED,NA,Plant-based,0.05714285714285715
vegetarian,vegan,Proportion,0.9764075231025,2.654901417455102,1.1025666194411383,0.0783076475000001,1.94249175,1.04992891750951,Pooled,POOLED,NA,Plant-based,0.05714285714285715
vegetarian,vegetarian,Count,0.0634897960781,1.0655486129711669,1.0063691771007055,-0.029189135,0.153325825,1.01351505101277,Pooled,POOLED,NA,Plant-based,0.05714285714285715
